20110112,605,N,0638,0650,110,115
20110112,609,N,0708,0719,110,115
20110112,613,N,0744,0755,110,115
20110112,617,N,0808,0819,110,115
20110112,621,N,0844,0855,110,115
20110112,625,N,0908,0919,110,115
20110112,1627,N,0926,0937,110,115
20110112,629,N,0944,0955,110,115
20110112,633,N,1008,1019,110,115
20110112,637,N,1044,1055,110,115
20110112,641,N,1108,1119,110,115
20110112,645,N,1144,1155,110,115
20110112,649,N,1208,1219,110,115
20110112,653,N,1244,1255,110,115
20110112,657,N,1308,1319,110,115
20110112,661,N,1344,1355,110,115
20110112,701,N,1408,1419,110,115
20110112,705,N,1444,1455,110,115
20110112,709,N,1508,1519,110,115
20110112,713,N,1544,1555,110,115
20110112,717,N,1608,1619,110,115
20110112,721,N,1644,1655,110,115
20110112,725,N,1708,1719,110,115
20110112,729,N,1744,1755,110,115
20110112,733,N,1808,1819,110,115
20110112,737,N,1844,1855,110,115
20110112,1529,N,1856,1907,110,115
20110112,741,N,1908,1919,110,115
20110112,745,N,1944,1955,110,115
20110112,749,N,2008,2019,110,115
20110112,753,N,2044,2055,110,115
20110112,757,N,2108,2119,110,115
20110112,761,N,2144,2155,110,115
20110112,763,N,2202,2213,110,115
20110112,541,N,2238,2250,110,115
20110112,605,N,0638,0703,110,120
20110112,609,N,0708,0731,110,120
20110112,613,N,0744,0808,110,120
20110112,617,N,0808,0831,110,120
20110112,621,N,0844,0908,110,120
20110112,625,N,0908,0931,110,120
20110112,1627,N,0926,0949,110,120
20110112,629,N,0944,1008,110,120
20110112,633,N,1008,1031,110,120
20110112,637,N,1044,1108,110,120
20110112,641,N,1108,1131,110,120
20110112,645,N,1144,1208,110,120
20110112,649,N,1208,1231,110,120
20110112,653,N,1244,1308,110,120
20110112,657,N,1308,1331,110,120
20110112,661,N,1344,1408,110,120
20110112,701,N,1408,1431,110,120
20110112,705,N,1444,1508,110,120
20110112,709,N,1508,1531,110,120
20110112,713,N,1544,1608,110,120
20110112,717,N,1608,1631,110,120
20110112,721,N,1644,1708,110,120
20110112,725,N,1708,1731,110,120
20110112,729,N,1744,1808,110,120
20110112,733,N,1808,1831,110,120
20110112,737,N,1844,1908,110,120
20110112,1529,N,1856,1920,110,120
20110112,741,N,1908,1931,110,120
20110112,745,N,1944,2008,110,120
20110112,749,N,2008,2031,110,120
20110112,753,N,2044,2108,110,120
20110112,757,N,2108,2131,110,120
20110112,761,N,2144,2208,110,120
20110112,763,N,2202,2225,110,120
20110112,541,N,2238,2301,110,120
